Season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR
2016-2017;07/05/2017;Genoa;Inter;1.0;0.0;H
2016-2017;13/05/2017;Atalanta;Milan;1.0;1.0;D
2016-2017;13/05/2017;Fiorentina;Lazio;3.0;2.0;H
2016-2017;14/05/2017;Torino;Napoli;0.0;5.0;A
2016-2017;14/05/2017;Sampdoria;Chievo;1.0;1.0;D
2016-2017;14/05/2017;Roma;Juventus;3.0;1.0;H
2016-2017;14/05/2017;Palermo;Genoa;1.0;0.0;H
2016-2017;14/05/2017;Inter;Sassuolo;1.0;2.0;A
2016-2017;14/05/2017;Cagliari;Empoli;3.0;2.0;H
2016-2017;14/05/2017;Bologna;Pescara;3.0;1.0;H
2016-2017;14/05/2017;Crotone;Udinese;1.0;0.0;H
2016-2017;20/05/2017;Chievo;Roma;3.0;5.0;A
2016-2017;20/05/2017;Napoli;Fiorentina;4.0;1.0;H
2016-2017;21/05/2017;Milan;Bologna;3.0;0.0;H
2016-2017;21/05/2017;Udinese;Sampdoria;1.0;1.0;D
2016-2017;21/05/2017;Sassuolo;Cagliari;6.0;2.0;H
2016-2017;21/05/2017;Lazio;Inter;1.0;3.0;A
2016-2017;21/05/2017;Empoli;Atalanta;0.0;1.0;A
2016-2017;21/05/2017;Genoa;Torino;2.0;1.0;H
2016-2017;21/05/2017;Juventus;Crotone;3.0;0.0;H
2016-2017;22/05/2017;Pescara;Palermo;2.0;0.0;H
2016-2017;27/05/2017;Atalanta;Chievo;1.0;0.0;H
2016-2017;27/05/2017;Bologna;Juventus;1.0;2.0;A
2016-2017;28/05/2017;Torino;Sassuolo;5.0;3.0;H
2016-2017;28/05/2017;Sampdoria;Napoli;2.0;4.0;A
2016-2017;28/05/2017;Roma;Genoa;3.0;2.0;H
2016-2017;28/05/2017;Palermo;Empoli;2.0;1.0;H
2016-2017;28/05/2017;Inter;Udinese;5.0;2.0;H
2016-2017;28/05/2017;Crotone;Lazio;3.0;1.0;H
2016-2017;28/05/2017;Cagliari;Milan;2.0;1.0;H
2016-2017;28/05/2017;Fiorentina;Pescara;2.0;2.0;D
2017-2018;19/08/2017;Juventus;Cagliari;3.0;0.0;H
2017-2018;19/08/2017;Verona;Napoli;1.0;3.0;A
2017-2018;20/08/2017;Sampdoria;Benevento;2.0;1.0;H
2017-2018;20/08/2017;Udinese;Chievo;1.0;2.0;A
2017-2018;20/08/2017;Sassuolo;Genoa;0.0;0.0;D
2017-2018;20/08/2017;Inter;Fiorentina;3.0;0.0;H
2017-2018;20/08/2017;Lazio;Spal;0.0;0.0;D
2017-2018;20/08/2017;Bologna;Torino;1.0;1.0;D
2017-2018;20/08/2017;Atalanta;Roma;0.0;1.0;A
2017-2018;20/08/2017;Crotone;Milan;0.0;3.0;A
2017-2018;26/08/2017;Benevento;Bologna;0.0;1.0;A
2017-2018;26/08/2017;Genoa;Juventus;2.0;4.0;A
2017-2018;26/08/2017;Roma;Inter;1.0;3.0;A
2017-2018;27/08/2017;Spal;Udinese;3.0;2.0;H
2017-2018;27/08/2017;Chievo;Lazio;1.0;2.0;A
2017-2018;27/08/2017;Crotone;Verona;0.0;0.0;D
2017-2018;27/08/2017;Fiorentina;Sampdoria;1.0;2.0;A
2017-2018;27/08/2017;Milan;Cagliari;2.0;1.0;H
2017-2018;27/08/2017;Napoli;Atalanta;3.0;1.0;H
2017-2018;27/08/2017;Torino;Sassuolo;3.0;0.0;H
2017-2018;09/09/2017;Juventus;Chievo;3.0;0.0;H
2017-2018;10/09/2017;Atalanta;Sassuolo;2.0;1.0;H
2017-2018;10/09/2017;Benevento;Torino;0.0;1.0;A
2017-2018;10/09/2017;Bologna;Napoli;0.0;3.0;A
2017-2018;10/09/2017;Cagliari;Crotone;1.0;0.0;H
2017-2018;10/09/2017;Inter;Spal;2.0;0.0;H
2017-2018;10/09/2017;Lazio;Milan;4.0;1.0;H
2017-2018;10/09/2017;Udinese;Genoa;1.0;0.0;H
2017-2018;10/09/2017;Verona;Fiorentina;0.0;5.0;A
2017-2018;16/09/2017;Crotone;Inter;0.0;2.0;A
2017-2018;16/09/2017;Fiorentina;Bologna;2.0;1.0;H
2017-2018;16/09/2017;Roma;Verona;3.0;0.0;H
2017-2018;17/09/2017;Spal;Cagliari;0.0;2.0;A
2017-2018;17/09/2017;Torino;Sampdoria;2.0;2.0;D
2017-2018;17/09/2017;Sassuolo;Juventus;1.0;3.0;A
2017-2018;17/09/2017;Napoli;Benevento;6.0;0.0;H
2017-2018;17/09/2017;Chievo;Atalanta;1.0;1.0;D
2017-2018;17/09/2017;Genoa;Lazio;2.0;3.0;A
2017-2018;17/09/2017;Milan;Udinese;2.0;1.0;H
2017-2018;19/09/2017;Bologna;Inter;1.0;1.0;D
2017-2018;20/09/2017;Verona;Sampdoria;0.0;0.0;D
2017-2018;20/09/2017;Milan;Spal;2.0;0.0;H
2017-2018;20/09/2017;Lazio;Napoli;1.0;4.0;A
2017-2018;20/09/2017;Juventus;Fiorentina;1.0;0.0;H
2017-2018;20/09/2017;Udinese;Torino;2.0;3.0;A
2017-2018;20/09/2017;Cagliari;Sassuolo;0.0;1.0;A
2017-2018;20/09/2017;Benevento;Roma;0.0;4.0;A
2017-2018;20/09/2017;Atalanta;Crotone;5.0;1.0;H
2017-2018;20/09/2017;Genoa;Chievo;1.0;1.0;D
2017-2018;23/09/2017;Juventus;Torino;4.0;0.0;H
2017-2018;23/09/2017;Roma;Udinese;3.0;1.0;H
2017-2018;23/09/2017;Spal;Napoli;2.0;3.0;A
2017-2018;24/09/2017;Sassuolo;Bologna;0.0;1.0;A
2017-2018;24/09/2017;Cagliari;Chievo;0.0;2.0;A
2017-2018;24/09/2017;Crotone;Benevento;2.0;0.0;H
2017-2018;24/09/2017;Fiorentina;Atalanta;1.0;1.0;D
2017-2018;24/09/2017;Inter;Genoa;1.0;0.0;H
2017-2018;24/09/2017;Sampdoria;Milan;2.0;0.0;H
2017-2018;24/09/2017;Verona;Lazio;0.0;3.0;A
2017-2018;30/09/2017;Udinese;Sampdoria;4.0;0.0;H
2017-2018;30/09/2017;Genoa;Bologna;0.0;1.0;A
2017-2018;01/10/2017;Atalanta;Juventus;2.0;2.0;D
2017-2018;01/10/2017;Benevento;Inter;1.0;2.0;A
2017-2018;01/10/2017;Chievo;Fiorentina;2.0;1.0;H
2017-2018;01/10/2017;Lazio;Sassuolo;6.0;1.0;H
2017-2018;01/10/2017;Milan;Roma;0.0;2.0;A
2017-2018;01/10/2017;Napoli;Cagliari;3.0;0.0;H
2017-2018;01/10/2017;Spal;Crotone;1.0;1.0;D
2017-2018;01/10/2017;Torino;Verona;2.0;2.0;D
2017-2018;14/10/2017;Roma;Napoli;0.0;1.0;A
2017-2018;14/10/2017;Juventus;Lazio;1.0;2.0;A
2017-2018;15/10/2017;Sassuolo;Chievo;0.0;0.0;D
2017-2018;15/10/2017;Sampdoria;Atalanta;3.0;1.0;H
2017-2018;15/10/2017;Inter;Milan;3.0;2.0;H
2017-2018;15/10/2017;Fiorentina;Udinese;2.0;1.0;H
2017-2018;15/10/2017;Bologna;Spal;2.0;1.0;H
2017-2018;15/10/2017;Cagliari;Genoa;2.0;3.0;A
2017-2018;15/10/2017;Crotone;Torino;2.0;2.0;D
2017-2018;16/10/2017;Verona;Benevento;1.0;0.0;H
2017-2018;21/10/2017;Napoli;Inter;0.0;0.0;D
2017-2018;21/10/2017;Sampdoria;Crotone;5.0;0.0;H
2017-2018;22/10/2017;Torino;Roma;0.0;1.0;A
2017-2018;22/10/2017;Udinese;Juventus;2.0;6.0;A
2017-2018;22/10/2017;Spal;Sassuolo;0.0;1.0;A
2017-2018;22/10/2017;Milan;Genoa;0.0;0.0;D
2017-2018;22/10/2017;Benevento;Fiorentina;0.0;3.0;A
2017-2018;22/10/2017;Chievo;Verona;3.0;2.0;H
2017-2018;22/10/2017;Lazio;Cagliari;3.0;0.0;H
2017-2018;22/10/2017;Atalanta;Bologna;1.0;0.0;H
2017-2018;24/10/2017;Inter;Sampdoria;3.0;2.0;H
2017-2018;25/10/2017;Sassuolo;Udinese;0.0;1.0;A
2017-2018;25/10/2017;Roma;Crotone;1.0;0.0;H
2017-2018;25/10/2017;Genoa;Napoli;2.0;3.0;A
2017-2018;25/10/2017;Fiorentina;Torino;3.0;0.0;H
2017-2018;25/10/2017;Juventus;Spal;4.0;1.0;H
2017-2018;25/10/2017;Cagliari;Benevento;2.0;1.0;H
2017-2018;25/10/2017;Bologna;Lazio;1.0;2.0;A
2017-2018;25/10/2017;Atalanta;Verona;3.0;0.0;H
2017-2018;25/10/2017;Chievo;Milan;1.0;4.0;A
2017-2018;28/10/2017;Milan;Juventus;0.0;2.0;A
2017-2018;28/10/2017;Roma;Bologna;1.0;0.0;H
2017-2018;29/10/2017;Udinese;Atalanta;2.0;1.0;H
2017-2018;29/10/2017;Benevento;Lazio;1.0;5.0;A
2017-2018;29/10/2017;Crotone;Fiorentina;2.0;1.0;H
2017-2018;29/10/2017;Napoli;Sassuolo;3.0;1.0;H
2017-2018;29/10/2017;Sampdoria;Chievo;4.0;1.0;H
2017-2018;29/10/2017;Spal;Genoa;1.0;0.0;H
2017-2018;29/10/2017;Torino;Cagliari;2.0;1.0;H
2017-2018;30/10/2017;Verona;Inter;1.0;2.0;A
2017-2018;04/11/2017;Bologna;Crotone;2.0;3.0;A
2017-2018;04/11/2017;Genoa;Sampdoria;0.0;2.0;A
2017-2018;05/11/2017;Atalanta;Spal;1.0;1.0;D
2017-2018;05/11/2017;Cagliari;Verona;2.0;1.0;H
2017-2018;05/11/2017;Chievo;Napoli;0.0;0.0;D
2017-2018;05/11/2017;Fiorentina;Roma;2.0;4.0;A
2017-2018;05/11/2017;Inter;Torino;1.0;1.0;D
2017-2018;05/11/2017;Juventus;Benevento;2.0;1.0;H
2017-2018;05/11/2017;Sassuolo;Milan;0.0;2.0;A
2017-2018;18/11/2017;Napoli;Milan;2.0;1.0;H
2017-2018;18/11/2017;Roma;Lazio;2.0;1.0;H
2017-2018;19/11/2017;Inter;Atalanta;2.0;0.0;H
2017-2018;19/11/2017;Udinese;Cagliari;0.0;1.0;A
2017-2018;19/11/2017;Torino;Chievo;1.0;1.0;D
2017-2018;19/11/2017;Spal;Fiorentina;1.0;1.0;D
2017-2018;19/11/2017;Benevento;Sassuolo;1.0;2.0;A
2017-2018;19/11/2017;Crotone;Genoa;0.0;1.0;A
2017-2018;19/11/2017;Sampdoria;Juventus;3.0;2.0;H
2017-2018;20/11/2017;Verona;Bologna;2.0;3.0;A
2017-2018;25/11/2017;Chievo;Spal;2.0;1.0;H
2017-2018;25/11/2017;Bologna;Sampdoria;3.0;0.0;H
2017-2018;25/11/2017;Cagliari;Inter;1.0;3.0;A
2017-2018;25/11/2017;Sassuolo;Verona;0.0;2.0;A
2017-2018;26/11/2017;Juventus;Crotone;3.0;0.0;H
2017-2018;26/11/2017;Udinese;Napoli;0.0;1.0;A
2017-2018;26/11/2017;Lazio;Fiorentina;1.0;1.0;D
2017-2018;26/11/2017;Genoa;Roma;1.0;1.0;D
2017-2018;26/11/2017;Milan;Torino;0.0;0.0;D
2017-2018;27/11/2017;Atalanta;Benevento;1.0;0.0;H
2017-2018;01/12/2017;Napoli;Juventus;0.0;1.0;A
2017-2018;01/12/2017;Roma;Spal;3.0;1.0;H
2017-2018;02/12/2017;Torino;Atalanta;1.0;1.0;D
2017-2018;03/12/2017;Benevento;Milan;2.0;2.0;D
2017-2018;03/12/2017;Bologna;Cagliari;1.0;1.0;D
2017-2018;03/12/2017;Fiorentina;Sassuolo;3.0;0.0;H
2017-2018;03/12/2017;Inter;Chievo;5.0;0.0;H
2017-2018;03/12/2017;Sampdoria;Lazio;1.0;2.0;A
2017-2018;04/12/2017;Verona;Genoa;0.0;1.0;A
2017-2018;04/12/2017;Crotone;Udinese;0.0;3.0;A
2017-2018;09/12/2017;Cagliari;Sampdoria;2.0;2.0;D
2017-2018;09/12/2017;Juventus;Inter;0.0;0.0;D
2017-2018;10/12/2017;Chievo;Roma;0.0;0.0;D
2017-2018;10/12/2017;Milan;Bologna;2.0;1.0;H
2017-2018;10/12/2017;Napoli;Fiorentina;0.0;0.0;D
2017-2018;10/12/2017;Sassuolo;Crotone;2.0;1.0;H
2017-2018;10/12/2017;Spal;Verona;2.0;2.0;D
2017-2018;10/12/2017;Udinese;Benevento;2.0;0.0;H
2017-2018;11/12/2017;Lazio;Torino;1.0;3.0;A
2017-2018;12/12/2017;Genoa;Atalanta;1.0;2.0;A
2017-2018;16/12/2017;Torino;Napoli;1.0;3.0;A
2017-2018;16/12/2017;Roma;Cagliari;1.0;0.0;H
2017-2018;16/12/2017;Inter;Udinese;1.0;3.0;A
2017-2018;17/12/2017;Verona;Milan;3.0;0.0;H
2017-2018;17/12/2017;Atalanta;Lazio;3.0;3.0;D
2017-2018;17/12/2017;Benevento;Spal;1.0;2.0;A
2017-2018;17/12/2017;Bologna;Juventus;0.0;3.0;A
2017-2018;17/12/2017;Crotone;Chievo;1.0;0.0;H
2017-2018;17/12/2017;Fiorentina;Genoa;0.0;0.0;D
2017-2018;17/12/2017;Sampdoria;Sassuolo;0.0;1.0;A
2017-2018;22/12/2017;Chievo;Bologna;2.0;3.0;A
2017-2018;22/12/2017;Cagliari;Fiorentina;0.0;1.0;A
2017-2018;23/12/2017;Udinese;Verona;4.0;0.0;H
2017-2018;23/12/2017;Genoa;Benevento;1.0;0.0;H
2017-2018;23/12/2017;Juventus;Roma;1.0;0.0;H
2017-2018;23/12/2017;Lazio;Crotone;4.0;0.0;H
2017-2018;23/12/2017;Milan;Atalanta;0.0;2.0;A
2017-2018;23/12/2017;Napoli;Sampdoria;3.0;2.0;H
2017-2018;23/12/2017;Sassuolo;Inter;1.0;0.0;H
2017-2018;23/12/2017;Spal;Torino;2.0;2.0;D
2017-2018;29/12/2017;Crotone;Napoli;0.0;1.0;A
2017-2018;30/12/2017;Verona;Juventus;1.0;3.0;A
2017-2018;30/12/2017;Torino;Genoa;0.0;0.0;D
2017-2018;30/12/2017;Sampdoria;Spal;2.0;0.0;H
2017-2018;30/12/2017;Inter;Lazio;0.0;0.0;D
2017-2018;30/12/2017;Roma;Sassuolo;1.0;1.0;D
2017-2018;30/12/2017;Bologna;Udinese;1.0;2.0;A
2017-2018;30/12/2017;Fiorentina;Milan;1.0;1.0;D
2017-2018;30/12/2017;Benevento;Chievo;1.0;0.0;H
2017-2018;30/12/2017;Atalanta;Cagliari;1.0;2.0;A
2017-2018;05/01/2018;Chievo;Udinese;1.0;1.0;D
2017-2018;05/01/2018;Fiorentina;Inter;1.0;1.0;D
2017-2018;06/01/2018;Torino;Bologna;3.0;0.0;H
2017-2018;06/01/2018;Spal;Lazio;2.0;5.0;A
2017-2018;06/01/2018;Roma;Atalanta;1.0;2.0;A
2017-2018;06/01/2018;Milan;Crotone;1.0;0.0;H
2017-2018;06/01/2018;Napoli;Verona;2.0;0.0;H
2017-2018;06/01/2018;Cagliari;Juventus;0.0;1.0;A
2017-2018;06/01/2018;Benevento;Sampdoria;3.0;2.0;H
2017-2018;06/01/2018;Genoa;Sassuolo;1.0;0.0;H
2017-2018;21/01/2018;Sassuolo;Torino;1.0;1.0;D
2017-2018;21/01/2018;Verona;Crotone;0.0;3.0;A
2017-2018;21/01/2018;Atalanta;Napoli;0.0;1.0;A
2017-2018;21/01/2018;Bologna;Benevento;3.0;0.0;H
2017-2018;21/01/2018;Cagliari;Milan;1.0;2.0;A
2017-2018;21/01/2018;Inter;Roma;1.0;1.0;D
2017-2018;21/01/2018;Lazio;Chievo;5.0;1.0;H
2017-2018;21/01/2018;Sampdoria;Fiorentina;3.0;1.0;H
2017-2018;21/01/2018;Udinese;Spal;1.0;1.0;D
2017-2018;22/01/2018;Juventus;Genoa;1.0;0.0;H
2017-2018;24/01/2018;Lazio;Udinese;3.0;0.0;H
2017-2018;24/01/2018;Sampdoria;Roma;1.0;1.0;D
2017-2018;27/01/2018;Chievo;Juventus;0.0;2.0;A
2017-2018;27/01/2018;Sassuolo;Atalanta;0.0;3.0;A
2017-2018;28/01/2018;Torino;Benevento;3.0;0.0;H
2017-2018;28/01/2018;Roma;Sampdoria;0.0;1.0;A
2017-2018;28/01/2018;Napoli;Bologna;3.0;1.0;H
2017-2018;28/01/2018;Milan;Lazio;2.0;1.0;H
2017-2018;28/01/2018;Spal;Inter;1.0;1.0;D
2017-2018;28/01/2018;Fiorentina;Verona;1.0;4.0;A
2017-2018;28/01/2018;Crotone;Cagliari;1.0;1.0;D
2017-2018;28/01/2018;Genoa;Udinese;0.0;1.0;A
2017-2018;03/02/2018;Inter;Crotone;1.0;1.0;D
2017-2018;03/02/2018;Sampdoria;Torino;1.0;1.0;D
2017-2018;04/02/2018;Verona;Roma;0.0;1.0;A
2017-2018;04/02/2018;Atalanta;Chievo;1.0;0.0;H
2017-2018;04/02/2018;Benevento;Napoli;0.0;2.0;A
2017-2018;04/02/2018;Bologna;Fiorentina;1.0;2.0;A
2017-2018;04/02/2018;Cagliari;Spal;2.0;0.0;H
2017-2018;04/02/2018;Juventus;Sassuolo;7.0;0.0;H
2017-2018;04/02/2018;Udinese;Milan;1.0;1.0;D
2017-2018;05/02/2018;Lazio;Genoa;1.0;2.0;A
2017-2018;09/02/2018;Fiorentina;Juventus;0.0;2.0;A
2017-2018;10/02/2018;Crotone;Atalanta;1.0;1.0;D
2017-2018;10/02/2018;Spal;Milan;0.0;4.0;A
2017-2018;10/02/2018;Napoli;Lazio;4.0;1.0;H
2017-2018;11/02/2018;Torino;Udinese;2.0;0.0;H
2017-2018;11/02/2018;Sassuolo;Cagliari;0.0;0.0;D
2017-2018;11/02/2018;Sampdoria;Verona;2.0;0.0;H
2017-2018;11/02/2018;Roma;Benevento;5.0;2.0;H
2017-2018;11/02/2018;Inter;Bologna;2.0;1.0;H
2017-2018;11/02/2018;Chievo;Genoa;0.0;1.0;A
2017-2018;17/02/2018;Chievo;Cagliari;2.0;1.0;H
2017-2018;17/02/2018;Genoa;Inter;2.0;0.0;H
2017-2018;17/02/2018;Udinese;Roma;0.0;2.0;A
2017-2018;18/02/2018;Torino;Juventus;0.0;1.0;A
2017-2018;18/02/2018;Milan;Sampdoria;1.0;0.0;H
2017-2018;18/02/2018;Bologna;Sassuolo;2.0;1.0;H
2017-2018;18/02/2018;Napoli;Spal;1.0;0.0;H
2017-2018;18/02/2018;Atalanta;Fiorentina;1.0;1.0;D
2017-2018;18/02/2018;Benevento;Crotone;3.0;2.0;H
2017-2018;19/02/2018;Lazio;Verona;2.0;0.0;H
2017-2018;24/02/2018;Bologna;Genoa;2.0;0.0;H
2017-2018;24/02/2018;Inter;Benevento;2.0;0.0;H
2017-2018;25/02/2018;Verona;Torino;2.0;1.0;H
2017-2018;25/02/2018;Crotone;Spal;2.0;3.0;A
2017-2018;25/02/2018;Fiorentina;Chievo;1.0;0.0;H
2017-2018;25/02/2018;Roma;Milan;0.0;2.0;A
2017-2018;25/02/2018;Sampdoria;Udinese;2.0;1.0;H
2017-2018;25/02/2018;Sassuolo;Lazio;0.0;3.0;A
2017-2018;26/02/2018;Cagliari;Napoli;0.0;5.0;A
2017-2018;03/03/2018;Napoli;Roma;2.0;4.0;A
2017-2018;03/03/2018;Spal;Bologna;1.0;0.0;H
2017-2018;03/03/2018;Lazio;Juventus;0.0;1.0;A
2017-2018;09/03/2018;Roma;Torino;3.0;0.0;H
2017-2018;10/03/2018;Verona;Chievo;1.0;0.0;H
2017-2018;11/03/2018;Sassuolo;Spal;1.0;1.0;D
2017-2018;11/03/2018;Bologna;Atalanta;0.0;1.0;A
2017-2018;11/03/2018;Cagliari;Lazio;2.0;2.0;D
2017-2018;11/03/2018;Crotone;Sampdoria;4.0;1.0;H
2017-2018;11/03/2018;Fiorentina;Benevento;1.0;0.0;H
2017-2018;11/03/2018;Genoa;Milan;0.0;1.0;A
2017-2018;11/03/2018;Inter;Napoli;0.0;0.0;D
2017-2018;11/03/2018;Juventus;Udinese;2.0;0.0;H
2017-2018;14/03/2018;Juventus;Atalanta;2.0;0.0;H
2017-2018;17/03/2018;Udinese;Sassuolo;1.0;2.0;A
2017-2018;17/03/2018;Spal;Juventus;0.0;0.0;D
2017-2018;18/03/2018;Benevento;Cagliari;1.0;2.0;A
2017-2018;18/03/2018;Crotone;Roma;0.0;2.0;A
2017-2018;18/03/2018;Lazio;Bologna;1.0;1.0;D
2017-2018;18/03/2018;Milan;Chievo;3.0;2.0;H
2017-2018;18/03/2018;Napoli;Genoa;1.0;0.0;H
2017-2018;18/03/2018;Sampdoria;Inter;0.0;5.0;A
2017-2018;18/03/2018;Torino;Fiorentina;1.0;2.0;A
2017-2018;18/03/2018;Verona;Atalanta;0.0;5.0;A
2017-2018;31/03/2018;Inter;Verona;3.0;0.0;H
2017-2018;31/03/2018;Sassuolo;Napoli;1.0;1.0;D
2017-2018;31/03/2018;Genoa;Spal;1.0;1.0;D
2017-2018;31/03/2018;Lazio;Benevento;6.0;2.0;H
2017-2018;31/03/2018;Fiorentina;Crotone;2.0;0.0;H
2017-2018;31/03/2018;Juventus;Milan;3.0;1.0;H
2017-2018;31/03/2018;Cagliari;Torino;0.0;4.0;A
2017-2018;31/03/2018;Atalanta;Udinese;2.0;0.0;H
2017-2018;31/03/2018;Chievo;Sampdoria;2.0;1.0;H
2017-2018;31/03/2018;Bologna;Roma;1.0;1.0;D
2017-2018;03/04/2018;Atalanta;Sampdoria;1.0;2.0;A
2017-2018;03/04/2018;Genoa;Cagliari;2.0;1.0;H
2017-2018;03/04/2018;Udinese;Fiorentina;0.0;2.0;A
2017-2018;04/04/2018;Benevento;Verona;3.0;0.0;H
2017-2018;04/04/2018;Chievo;Sassuolo;1.0;1.0;D
2017-2018;04/04/2018;Milan;Inter;0.0;0.0;D
2017-2018;04/04/2018;Torino;Crotone;4.0;1.0;H
2017-2018;07/04/2018;Sampdoria;Genoa;0.0;0.0;D
2017-2018;07/04/2018;Spal;Atalanta;1.0;1.0;D
2017-2018;07/04/2018;Benevento;Juventus;2.0;4.0;A
2017-2018;07/04/2018;Roma;Fiorentina;0.0;2.0;A
2017-2018;08/04/2018;Crotone;Bologna;1.0;0.0;H
2017-2018;08/04/2018;Milan;Sassuolo;1.0;1.0;D
2017-2018;08/04/2018;Napoli;Chievo;2.0;1.0;H
2017-2018;08/04/2018;Torino;Inter;1.0;0.0;H
2017-2018;08/04/2018;Udinese;Lazio;1.0;2.0;A
2017-2018;08/04/2018;Verona;Cagliari;1.0;0.0;H
2017-2018;14/04/2018;Atalanta;Inter;0.0;0.0;D
2017-2018;14/04/2018;Cagliari;Udinese;2.0;1.0;H
2017-2018;14/04/2018;Chievo;Torino;0.0;0.0;D
2017-2018;14/04/2018;Genoa;Crotone;1.0;0.0;H
2017-2018;15/04/2018;Lazio;Roma;0.0;0.0;D
2017-2018;15/04/2018;Milan;Napoli;0.0;0.0;D
2017-2018;15/04/2018;Sassuolo;Benevento;2.0;2.0;D
2017-2018;15/04/2018;Juventus;Sampdoria;3.0;0.0;H
2017-2018;15/04/2018;Bologna;Verona;2.0;0.0;H
2017-2018;15/04/2018;Fiorentina;Spal;0.0;0.0;D
2017-2018;17/04/2018;Inter;Cagliari;4.0;0.0;H
2017-2018;18/04/2018;Benevento;Atalanta;0.0;3.0;A
2017-2018;18/04/2018;Crotone;Juventus;1.0;1.0;D
2017-2018;18/04/2018;Fiorentina;Lazio;3.0;4.0;A
2017-2018;18/04/2018;Napoli;Udinese;4.0;2.0;H
2017-2018;18/04/2018;Roma;Genoa;2.0;1.0;H
2017-2018;18/04/2018;Sampdoria;Bologna;1.0;0.0;H
2017-2018;18/04/2018;Spal;Chievo;0.0;0.0;D
2017-2018;18/04/2018;Torino;Milan;1.0;1.0;D
2017-2018;18/04/2018;Verona;Sassuolo;0.0;1.0;A
2017-2018;21/04/2018;Spal;Roma;0.0;3.0;A
2017-2018;21/04/2018;Sassuolo;Fiorentina;1.0;0.0;H
2017-2018;21/04/2018;Milan;Benevento;0.0;1.0;A
2017-2018;22/04/2018;Atalanta;Torino;2.0;1.0;H
2017-2018;22/04/2018;Cagliari;Bologna;0.0;0.0;D
2017-2018;22/04/2018;Chievo;Inter;1.0;2.0;A
2017-2018;22/04/2018;Juventus;Napoli;0.0;1.0;A
2017-2018;22/04/2018;Lazio;Sampdoria;4.0;0.0;H
2017-2018;22/04/2018;Udinese;Crotone;1.0;2.0;A
2017-2018;23/04/2018;Genoa;Verona;3.0;1.0;H
2017-2018;28/04/2018;Inter;Juventus;2.0;3.0;A
2017-2018;28/04/2018;Roma;Chievo;4.0;1.0;H
2017-2018;29/04/2018;Sampdoria;Cagliari;4.0;1.0;H
2017-2018;29/04/2018;Torino;Lazio;0.0;1.0;A
2017-2018;29/04/2018;Verona;Spal;1.0;3.0;A
2017-2018;29/04/2018;Crotone;Sassuolo;4.0;1.0;H
2017-2018;29/04/2018;Fiorentina;Napoli;3.0;0.0;H
2017-2018;29/04/2018;Bologna;Milan;1.0;2.0;A
2017-2018;29/04/2018;Benevento;Udinese;3.0;3.0;D
2017-2018;29/04/2018;Atalanta;Genoa;3.0;1.0;H
2017-2018;05/05/2018;Juventus;Bologna;3.0;1.0;H
2017-2018;05/05/2018;Milan;Verona;4.0;1.0;H
2017-2018;06/05/2018;Udinese;Inter;0.0;4.0;A
2017-2018;06/05/2018;Spal;Benevento;2.0;0.0;H
2017-2018;06/05/2018;Sassuolo;Sampdoria;1.0;0.0;H
2017-2018;06/05/2018;Napoli;Torino;2.0;2.0;D
2017-2018;06/05/2018;Lazio;Atalanta;1.0;1.0;D
2017-2018;06/05/2018;Genoa;Fiorentina;2.0;3.0;A
2017-2018;06/05/2018;Chievo;Crotone;2.0;1.0;H
2017-2018;06/05/2018;Cagliari;Roma;0.0;1.0;A
2017-2018;12/05/2018;Benevento;Genoa;1.0;0.0;H
2017-2018;12/05/2018;Inter;Sassuolo;1.0;2.0;A
2017-2018;13/05/2018;Verona;Udinese;0.0;1.0;A
2017-2018;13/05/2018;Sampdoria;Napoli;0.0;2.0;A
2017-2018;13/05/2018;Roma;Juventus;0.0;0.0;D
2017-2018;13/05/2018;Fiorentina;Cagliari;0.0;1.0;A
2017-2018;13/05/2018;Torino;Spal;2.0;1.0;H
2017-2018;13/05/2018;Bologna;Chievo;1.0;2.0;A
2017-2018;13/05/2018;Atalanta;Milan;1.0;1.0;D
2017-2018;13/05/2018;Crotone;Lazio;2.0;2.0;D
2017-2018;19/05/2018;Juventus;Verona;2.0;1.0;H
2017-2018;20/05/2018;Udinese;Bologna;1.0;0.0;H
2017-2018;20/05/2018;Sassuolo;Roma;0.0;1.0;A
2017-2018;20/05/2018;Napoli;Crotone;2.0;1.0;H
2017-2018;20/05/2018;Milan;Fiorentina;5.0;1.0;H
2017-2018;20/05/2018;Spal;Sampdoria;3.0;1.0;H
2017-2018;20/05/2018;Genoa;Torino;1.0;2.0;A
2017-2018;20/05/2018;Chievo;Benevento;1.0;0.0;H
2017-2018;20/05/2018;Cagliari;Atalanta;1.0;0.0;H
2017-2018;20/05/2018;Lazio;Inter;2.0;3.0;A
2018-2019;18/08/2018;Chievo;Juventus;2.0;3.0;A
2018-2019;18/08/2018;Lazio;Napoli;1.0;2.0;A
2018-2019;19/08/2018;Torino;Roma;0.0;1.0;A
2018-2019;19/08/2018;Sassuolo;Inter;1.0;0.0;H
2018-2019;19/08/2018;Parma;Udinese;2.0;2.0;D
2018-2019;19/08/2018;Empoli;Cagliari;2.0;0.0;H
2018-2019;19/08/2018;Bologna;Spal;0.0;1.0;A
2018-2019;20/08/2018;Atalanta;Frosinone;4.0;0.0;H
2018-2019;25/08/2018;Juventus;Lazio;2.0;0.0;H
