Season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR
2001-2002;03/03/2002;Udinese;Atalanta;1.0;2.0;A
2001-2002;03/03/2002;Perugia;Torino;2.0;0.0;H
2001-2002;03/03/2002;Lecce;Roma;1.0;1.0;D
2001-2002;03/03/2002;Lazio;Venezia;4.0;2.0;H
2001-2002;03/03/2002;Brescia;Piacenza;2.0;2.0;D
2001-2002;03/03/2002;Juventus;Bologna;2.0;1.0;H
2001-2002;03/03/2002;Milan;Inter;0.0;1.0;A
2001-2002;09/03/2002;Inter;Juventus;2.0;2.0;D
2001-2002;10/03/2002;Verona;Parma;1.0;0.0;H
2001-2002;10/03/2002;Venezia;Brescia;1.0;2.0;A
2001-2002;10/03/2002;Torino;Chievo;2.0;2.0;D
2001-2002;10/03/2002;Lazio;Roma;1.0;5.0;A
2001-2002;10/03/2002;Fiorentina;Udinese;0.0;0.0;D
2001-2002;10/03/2002;Bologna;Milan;2.0;0.0;H
2001-2002;10/03/2002;Atalanta;Lecce;2.0;1.0;H
2001-2002;10/03/2002;Piacenza;Perugia;2.0;0.0;H
2001-2002;13/03/2002;Parma;Chievo;0.0;0.0;D
2001-2002;16/03/2002;Roma;Atalanta;3.0;1.0;H
2001-2002;17/03/2002;Perugia;Parma;2.0;1.0;H
2001-2002;17/03/2002;Udinese;Piacenza;1.0;1.0;D
2001-2002;17/03/2002;Juventus;Verona;1.0;0.0;H
2001-2002;17/03/2002;Brescia;Lazio;1.0;1.0;D
2001-2002;17/03/2002;Lecce;Inter;1.0;2.0;A
2001-2002;17/03/2002;Milan;Torino;2.0;1.0;H
2001-2002;17/03/2002;Fiorentina;Bologna;1.0;1.0;D
2001-2002;17/03/2002;Chievo;Venezia;1.0;1.0;D
2001-2002;23/03/2002;Parma;Juventus;1.0;0.0;H
2001-2002;24/03/2002;Bologna;Lecce;4.0;3.0;H
2001-2002;24/03/2002;Brescia;Perugia;3.0;0.0;H
2001-2002;24/03/2002;Chievo;Verona;2.0;1.0;H
2001-2002;24/03/2002;Inter;Roma;3.0;1.0;H
2001-2002;24/03/2002;Lazio;Udinese;2.0;0.0;H
2001-2002;24/03/2002;Piacenza;Milan;0.0;1.0;A
2001-2002;24/03/2002;Torino;Fiorentina;1.0;0.0;H
2001-2002;24/03/2002;Venezia;Atalanta;0.0;1.0;A
2001-2002;30/03/2002;Verona;Torino;0.0;1.0;A
2001-2002;30/03/2002;Roma;Bologna;3.0;1.0;H
2001-2002;30/03/2002;Udinese;Brescia;3.0;2.0;H
2001-2002;30/03/2002;Milan;Parma;3.0;1.0;H
2001-2002;30/03/2002;Lecce;Venezia;2.0;1.0;H
2001-2002;30/03/2002;Juventus;Lazio;1.0;1.0;D
2001-2002;30/03/2002;Atalanta;Piacenza;1.0;1.0;D
2001-2002;30/03/2002;Fiorentina;Inter;0.0;1.0;A
2001-2002;30/03/2002;Perugia;Chievo;2.0;2.0;D
2001-2002;06/04/2002;Torino;Bologna;1.0;1.0;D
2001-2002;07/04/2002;Venezia;Roma;2.0;2.0;D
2001-2002;07/04/2002;Piacenza;Fiorentina;3.0;0.0;H
2001-2002;07/04/2002;Parma;Udinese;2.0;0.0;H
2001-2002;07/04/2002;Lazio;Lecce;1.0;0.0;H
2001-2002;07/04/2002;Inter;Atalanta;1.0;2.0;A
2001-2002;07/04/2002;Chievo;Milan;1.0;1.0;D
2001-2002;07/04/2002;Brescia;Verona;0.0;0.0;D
2001-2002;07/04/2002;Perugia;Juventus;0.0;4.0;A
2001-2002;14/04/2002;Venezia;Perugia;0.0;2.0;A
2001-2002;14/04/2002;Lecce;Chievo;2.0;3.0;A
2001-2002;14/04/2002;Verona;Udinese;1.0;0.0;H
2001-2002;14/04/2002;Inter;Brescia;2.0;1.0;H
2001-2002;14/04/2002;Atalanta;Torino;1.0;1.0;D
2001-2002;14/04/2002;Juventus;Milan;1.0;0.0;H
2001-2002;14/04/2002;Roma;Parma;3.0;1.0;H
2001-2002;14/04/2002;Fiorentina;Lazio;0.0;1.0;A
2001-2002;14/04/2002;Bologna;Piacenza;1.0;2.0;A
2001-2002;21/04/2002;Chievo;Inter;2.0;2.0;D
2001-2002;21/04/2002;Lazio;Verona;5.0;4.0;H
2001-2002;21/04/2002;Milan;Roma;0.0;0.0;D
2001-2002;21/04/2002;Parma;Atalanta;1.0;1.0;D
2001-2002;21/04/2002;Perugia;Bologna;1.0;0.0;H
2001-2002;21/04/2002;Piacenza;Juventus;0.0;1.0;A
2001-2002;21/04/2002;Torino;Lecce;1.0;1.0;D
2001-2002;21/04/2002;Udinese;Venezia;1.0;0.0;H
2001-2002;21/04/2002;Brescia;Fiorentina;3.0;0.0;H
2001-2002;28/04/2002;Venezia;Torino;1.0;1.0;D
2001-2002;28/04/2002;Lecce;Udinese;1.0;2.0;A
2001-2002;28/04/2002;Verona;Milan;1.0;2.0;A
2001-2002;28/04/2002;Inter;Piacenza;3.0;1.0;H
2001-2002;28/04/2002;Atalanta;Perugia;2.0;1.0;H
2001-2002;28/04/2002;Juventus;Brescia;5.0;0.0;H
2001-2002;28/04/2002;Roma;Chievo;5.0;0.0;H
2001-2002;28/04/2002;Bologna;Lazio;2.0;0.0;H
2001-2002;28/04/2002;Fiorentina;Parma;1.0;2.0;A
2001-2002;05/05/2002;Chievo;Atalanta;2.0;1.0;H
2001-2002;05/05/2002;Lazio;Inter;4.0;2.0;H
2001-2002;05/05/2002;Milan;Lecce;3.0;0.0;H
2001-2002;05/05/2002;Parma;Venezia;2.0;1.0;H
2001-2002;05/05/2002;Perugia;Fiorentina;2.0;0.0;H
2001-2002;05/05/2002;Torino;Roma;0.0;1.0;A
2001-2002;05/05/2002;Udinese;Juventus;0.0;2.0;A
2001-2002;05/05/2002;Brescia;Bologna;3.0;0.0;H
2001-2002;05/05/2002;Piacenza;Verona;3.0;0.0;H
2002-2003;14/09/2002;Bologna;Roma;2.0;1.0;H
2002-2003;14/09/2002;Como;Empoli;0.0;2.0;A
2002-2003;14/09/2002;Inter;Torino;1.0;0.0;H
2002-2003;14/09/2002;Modena;Milan;0.0;3.0;A
2002-2003;15/09/2002;Udinese;Parma;1.0;1.0;D
2002-2003;15/09/2002;Lazio;Chievo;2.0;3.0;A
2002-2003;15/09/2002;Juventus;Atalanta;3.0;0.0;H
2002-2003;15/09/2002;Brescia;Piacenza;1.0;2.0;A
2002-2003;15/09/2002;Perugia;Reggina;2.0;0.0;H
2002-2003;21/09/2002;Milan;Perugia;3.0;0.0;H
2002-2003;21/09/2002;Empoli;Juventus;0.0;2.0;A
2002-2003;22/09/2002;Chievo;Brescia;1.0;2.0;A
2002-2003;22/09/2002;Parma;Como;2.0;0.0;H
2002-2003;22/09/2002;Piacenza;Udinese;2.0;0.0;H
2002-2003;22/09/2002;Reggina;Inter;1.0;2.0;A
2002-2003;22/09/2002;Roma;Modena;1.0;2.0;A
2002-2003;22/09/2002;Torino;Lazio;0.0;1.0;A
2002-2003;22/09/2002;Atalanta;Bologna;2.0;2.0;D
2002-2003;28/09/2002;Juventus;Parma;2.0;2.0;D
2002-2003;28/09/2002;Lazio;Milan;1.0;1.0;D
2002-2003;29/09/2002;Udinese;Atalanta;1.0;0.0;H
2002-2003;29/09/2002;Perugia;Empoli;1.0;3.0;A
2002-2003;29/09/2002;Como;Reggina;1.0;1.0;D
2002-2003;29/09/2002;Inter;Chievo;2.0;1.0;H
2002-2003;29/09/2002;Brescia;Roma;2.0;3.0;A
2002-2003;29/09/2002;Bologna;Piacenza;1.0;0.0;H
2002-2003;29/09/2002;Modena;Torino;2.0;1.0;H
2002-2003;05/10/2002;Reggina;Brescia;2.0;2.0;D
2002-2003;05/10/2002;Roma;Udinese;4.0;1.0;H
2002-2003;06/10/2002;Piacenza;Inter;1.0;4.0;A
2002-2003;06/10/2002;Parma;Perugia;2.0;2.0;D
2002-2003;06/10/2002;Empoli;Bologna;0.0;0.0;D
2002-2003;06/10/2002;Juventus;Como;1.0;1.0;D
2002-2003;06/10/2002;Atalanta;Lazio;0.0;1.0;A
2002-2003;06/10/2002;Chievo;Modena;2.0;0.0;H
2002-2003;06/10/2002;Milan;Torino;6.0;0.0;H
2002-2003;19/10/2002;Empoli;Roma;1.0;3.0;A
2002-2003;19/10/2002;Inter;Juventus;1.0;1.0;D
2002-2003;20/10/2002;Udinese;Reggina;1.0;0.0;H
2002-2003;20/10/2002;Torino;Chievo;1.0;0.0;H
2002-2003;20/10/2002;Lazio;Perugia;3.0;0.0;H
2002-2003;20/10/2002;Como;Piacenza;1.0;1.0;D
2002-2003;20/10/2002;Bologna;Brescia;3.0;0.0;H
2002-2003;20/10/2002;Atalanta;Milan;1.0;4.0;A
2002-2003;20/10/2002;Modena;Parma;2.0;1.0;H
2002-2003;26/10/2002;Chievo;Milan;3.0;2.0;H
2002-2003;26/10/2002;Juventus;Udinese;1.0;0.0;H
2002-2003;27/10/2002;Reggina;Torino;2.0;1.0;H
2002-2003;27/10/2002;Piacenza;Empoli;1.0;2.0;A
2002-2003;27/10/2002;Lazio;Roma;2.0;2.0;D
2002-2003;27/10/2002;Parma;Atalanta;2.0;1.0;H
2002-2003;27/10/2002;Brescia;Como;1.0;1.0;D
2002-2003;27/10/2002;Inter;Bologna;2.0;0.0;H
2002-2003;27/10/2002;Perugia;Modena;2.0;0.0;H
2002-2003;02/11/2002;Torino;Brescia;0.0;2.0;A
2002-2003;02/11/2002;Udinese;Bologna;0.0;0.0;D
2002-2003;03/11/2002;Atalanta;Piacenza;2.0;0.0;H
2002-2003;03/11/2002;Como;Inter;0.0;2.0;A
2002-2003;03/11/2002;Empoli;Lazio;1.0;2.0;A
2002-2003;03/11/2002;Milan;Reggina;2.0;0.0;H
2002-2003;03/11/2002;Modena;Juventus;0.0;1.0;A
2002-2003;03/11/2002;Parma;Chievo;0.0;1.0;A
2002-2003;03/11/2002;Roma;Perugia;2.0;2.0;D
2002-2003;06/11/2002;Torino;Bologna;2.0;1.0;H
2002-2003;06/11/2002;Reggina;Lazio;0.0;3.0;A
2002-2003;06/11/2002;Roma;Como;2.0;1.0;H
2002-2003;06/11/2002;Parma;Brescia;4.0;3.0;H
2002-2003;06/11/2002;Milan;Udinese;1.0;0.0;H
2002-2003;06/11/2002;Empoli;Inter;3.0;4.0;A
2002-2003;06/11/2002;Atalanta;Modena;1.0;3.0;A
2002-2003;06/11/2002;Chievo;Perugia;3.0;0.0;H
2002-2003;06/11/2002;Piacenza;Juventus;0.0;1.0;A
2002-2003;09/11/2002;Inter;Udinese;1.0;2.0;A
2002-2003;09/11/2002;Piacenza;Roma;1.0;1.0;D
2002-2003;10/11/2002;Reggina;Modena;0.0;1.0;A
2002-2003;10/11/2002;Perugia;Torino;2.0;1.0;H
2002-2003;10/11/2002;Lazio;Parma;0.0;0.0;D
2002-2003;10/11/2002;Chievo;Atalanta;4.0;1.0;H
2002-2003;10/11/2002;Brescia;Empoli;0.0;2.0;A
2002-2003;10/11/2002;Bologna;Como;1.0;0.0;H
2002-2003;10/11/2002;Juventus;Milan;2.0;1.0;H
2002-2003;16/11/2002;Bologna;Perugia;2.0;1.0;H
2002-2003;16/11/2002;Roma;Inter;2.0;2.0;D
2002-2003;17/11/2002;Udinese;Chievo;2.0;1.0;H
2002-2003;17/11/2002;Torino;Juventus;0.0;4.0;A
2002-2003;17/11/2002;Empoli;Reggina;4.0;2.0;H
2002-2003;17/11/2002;Milan;Parma;2.0;1.0;H
2002-2003;17/11/2002;Como;Lazio;1.0;3.0;A
2002-2003;17/11/2002;Modena;Piacenza;1.0;0.0;H
2002-2003;17/11/2002;Atalanta;Brescia;2.0;0.0;H
2002-2003;23/11/2002;Milan;Inter;1.0;0.0;H
2002-2003;23/11/2002;Juventus;Bologna;1.0;1.0;D
2002-2003;24/11/2002;Chievo;Empoli;1.0;0.0;H
2002-2003;24/11/2002;Reggina;Atalanta;1.0;1.0;D
2002-2003;24/11/2002;Brescia;Udinese;1.0;1.0;D
2002-2003;24/11/2002;Perugia;Como;3.0;0.0;H
2002-2003;24/11/2002;Parma;Roma;3.0;0.0;H
2002-2003;24/11/2002;Lazio;Modena;4.0;0.0;H
2002-2003;24/11/2002;Piacenza;Torino;1.0;0.0;H
2002-2003;30/11/2002;Reggina;Chievo;1.0;1.0;D
2002-2003;01/12/2002;Atalanta;Perugia;0.0;2.0;A
2002-2003;01/12/2002;Bologna;Modena;3.0;0.0;H
2002-2003;01/12/2002;Empoli;Milan;1.0;1.0;D
2002-2003;01/12/2002;Inter;Brescia;4.0;0.0;H
2002-2003;01/12/2002;Piacenza;Lazio;2.0;3.0;A
2002-2003;01/12/2002;Roma;Juventus;2.0;2.0;D
2002-2003;01/12/2002;Torino;Parma;0.0;4.0;A
2002-2003;07/12/2002;Lazio;Inter;3.0;3.0;D
2002-2003;07/12/2002;Milan;Roma;1.0;0.0;H
2002-2003;08/12/2002;Udinese;Empoli;2.0;1.0;H
2002-2003;08/12/2002;Parma;Reggina;2.0;0.0;H
2002-2003;08/12/2002;Modena;Como;1.0;1.0;D
2002-2003;08/12/2002;Chievo;Bologna;0.0;0.0;D
2002-2003;08/12/2002;Perugia;Piacenza;0.0;0.0;D
2002-2003;08/12/2002;Brescia;Juventus;2.0;0.0;H
2002-2003;14/12/2002;Bologna;Parma;2.0;1.0;H
2002-2003;14/12/2002;Piacenza;Chievo;0.0;3.0;A
2002-2003;15/12/2002;Brescia;Perugia;3.0;1.0;H
2002-2003;15/12/2002;Como;Milan;1.0;2.0;A
2002-2003;15/12/2002;Empoli;Modena;1.0;0.0;H
2002-2003;15/12/2002;Inter;Atalanta;1.0;0.0;H
2002-2003;15/12/2002;Juventus;Lazio;1.0;2.0;A
2002-2003;15/12/2002;Roma;Reggina;3.0;0.0;H
2002-2003;15/12/2002;Udinese;Torino;1.0;1.0;D
2002-2003;18/12/2002;Como;Udinese;0.0;2.0;A
2002-2003;21/12/2002;Torino;Roma;0.0;1.0;A
2002-2003;21/12/2002;Modena;Udinese;0.0;1.0;A
2002-2003;22/12/2002;Atalanta;Empoli;2.0;2.0;D
2002-2003;22/12/2002;Reggina;Piacenza;3.0;1.0;H
2002-2003;22/12/2002;Chievo;Como;2.0;0.0;H
2002-2003;22/12/2002;Parma;Inter;1.0;2.0;A
2002-2003;22/12/2002;Lazio;Bologna;1.0;1.0;D
2002-2003;22/12/2002;Perugia;Juventus;0.0;1.0;A
2002-2003;22/12/2002;Milan;Brescia;0.0;0.0;D
2002-2003;06/01/2003;Torino;Atalanta;1.0;1.0;D
2002-2003;11/01/2003;Brescia;Lazio;0.0;0.0;D
2002-2003;11/01/2003;Empoli;Torino;1.0;1.0;D
2002-2003;12/01/2003;Roma;Chievo;0.0;1.0;A
2002-2003;12/01/2003;Udinese;Perugia;0.0;0.0;D
2002-2003;12/01/2003;Juventus;Reggina;5.0;0.0;H
2002-2003;12/01/2003;Inter;Modena;2.0;0.0;H
2002-2003;12/01/2003;Como;Atalanta;1.0;1.0;D
2002-2003;12/01/2003;Bologna;Milan;0.0;2.0;A
2002-2003;12/01/2003;Piacenza;Parma;1.0;1.0;D
2002-2003;18/01/2003;Parma;Empoli;2.0;0.0;H
2002-2003;18/01/2003;Reggina;Bologna;1.0;0.0;H
2002-2003;19/01/2003;Torino;Como;0.0;0.0;D
2002-2003;19/01/2003;Perugia;Inter;4.0;1.0;H
2002-2003;19/01/2003;Modena;Brescia;0.0;0.0;D
2002-2003;19/01/2003;Lazio;Udinese;2.0;1.0;H
2002-2003;19/01/2003;Chievo;Juventus;1.0;4.0;A
2002-2003;19/01/2003;Milan;Piacenza;2.0;1.0;H
2002-2003;19/01/2003;Atalanta;Roma;2.0;1.0;H
2002-2003;25/01/2003;Como;Roma;2.0;0.0;H
2002-2003;25/01/2003;Modena;Atalanta;0.0;2.0;A
2002-2003;26/01/2003;Perugia;Chievo;1.0;0.0;H
2002-2003;26/01/2003;Udinese;Milan;1.0;0.0;H
2002-2003;26/01/2003;Lazio;Reggina;0.0;1.0;A
2002-2003;26/01/2003;Inter;Empoli;3.0;0.0;H
2002-2003;26/01/2003;Bologna;Torino;2.0;2.0;D
2002-2003;26/01/2003;Juventus;Piacenza;2.0;0.0;H
2002-2003;26/01/2003;Brescia;Parma;1.0;1.0;D
2002-2003;01/02/2003;Roma;Bologna;3.0;1.0;H
2002-2003;01/02/2003;Piacenza;Brescia;1.0;4.0;A
2002-2003;02/02/2003;Chievo;Lazio;1.0;1.0;D
2002-2003;02/02/2003;Torino;Inter;0.0;2.0;A
2002-2003;02/02/2003;Atalanta;Juventus;1.0;1.0;D
2002-2003;02/02/2003;Parma;Udinese;3.0;2.0;H
2002-2003;02/02/2003;Empoli;Como;0.0;0.0;D
2002-2003;02/02/2003;Milan;Modena;2.0;1.0;H
2002-2003;02/02/2003;Reggina;Perugia;3.0;1.0;H
2002-2003;08/02/2003;Juventus;Empoli;1.0;0.0;H
2002-2003;08/02/2003;Udinese;Piacenza;2.0;1.0;H
2002-2003;09/02/2003;Perugia;Milan;1.0;0.0;H
2002-2003;09/02/2003;Modena;Roma;1.0;1.0;D
2002-2003;09/02/2003;Inter;Reggina;3.0;0.0;H
2002-2003;09/02/2003;Como;Parma;2.0;2.0;D
2002-2003;09/02/2003;Brescia;Chievo;0.0;0.0;D
2002-2003;09/02/2003;Bologna;Atalanta;2.0;3.0;A
2002-2003;09/02/2003;Lazio;Torino;1.0;1.0;D
2002-2003;15/02/2003;Chievo;Inter;2.0;1.0;H
2002-2003;15/02/2003;Roma;Brescia;0.0;0.0;D
2002-2003;16/02/2003;Torino;Modena;1.0;1.0;D
2002-2003;16/02/2003;Reggina;Como;4.0;1.0;H
2002-2003;16/02/2003;Parma;Juventus;1.0;2.0;A
2002-2003;16/02/2003;Milan;Lazio;2.0;2.0;D
2002-2003;16/02/2003;Empoli;Perugia;1.0;1.0;D
2002-2003;16/02/2003;Piacenza;Bologna;3.0;1.0;H
2002-2003;16/02/2003;Atalanta;Udinese;0.0;0.0;D
2002-2003;22/02/2003;Como;Juventus;1.0;3.0;A
2002-2003;22/02/2003;Torino;Milan;0.0;3.0;A
2002-2003;23/02/2003;Bologna;Empoli;2.0;0.0;H
2002-2003;23/02/2003;Brescia;Reggina;2.0;1.0;H
